# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep 26 14:36:27 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_disc_reflink: Discovery Reference
#
loc_rowid,pl_hostname,pl_name,pl_pnum,pl_kepflag,ra_str,ra,dec_str,dec,pl_disc_reflink
909,K2-190,K2-190 b,2,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
910,K2-190,K2-190 c,2,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
911,K2-191,K2-191 b,1,0,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
912,K2-192,K2-192 b,1,0,13h46m19.75s,206.582275,-11d33m22.5s,-11.556253,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
913,K2-193,K2-193 b,1,0,13h40m56.89s,205.237061,-11d00m33.5s,-11.009296,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
914,K2-194,K2-194 b,1,0,13h38m26.14s,204.608932,-08d55m37.7s,-8.927150,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
915,K2-195,K2-195 b,2,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
916,K2-195,K2-195 c,2,0,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
917,K2-196,K2-196 b,1,0,13h21m49.52s,200.456345,-08d28m18.2s,-8.471721,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
918,K2-197,K2-197 b,1,0,13h29m34.48s,202.393661,-07d22m26.4s,-7.374002,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
919,K2-198,K2-198 b,1,0,13h15m22.51s,198.843811,-06d27m53.6s,-6.464886,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
920,K2-199,K2-199 b,2,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
921,K2-199,K2-199 c,2,0,13h55m36.41s,208.901703,-06d08m10.1s,-6.136143,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
922,K2-200,K2-200 b,1,0,13h29m00.38s,202.251602,-04d36m36.8s,-4.610228,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
923,K2-201,K2-201 b,2,0,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
924,K2-201,K2-201 c,2,0,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
925,K2-202,K2-202 b,1,0,18h53m03.43s,283.264282,-22d24m25.3s,-22.407034,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
926,K2-203,K2-203 b,1,0,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
927,K2-204,K2-204 b,1,0,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
928,K2-205,K2-205 b,1,0,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
929,K2-206,K2-206 b,1,0,00h45m01.52s,11.256313,+00d35m35.7s,0.593257,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
930,K2-207,K2-207 b,1,0,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
931,K2-208,K2-208 b,1,0,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
932,K2-209,K2-209 b,1,0,00h58m45.76s,14.690681,+01d23m01.7s,1.383812,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
933,K2-21,K2-21 b,2,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,<a refstr=PETIGURA_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811..102P target=ref>Petigura et al. 2015</a>
934,K2-21,K2-21 c,2,0,22h41m12.88s,340.303680,-14d29m20.4s,-14.488987,<a refstr=PETIGURA_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811..102P target=ref>Petigura et al. 2015</a>
935,K2-210,K2-210 b,1,0,01h10m33.82s,17.640936,+01d34m41.8s,1.578266,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
936,K2-211,K2-211 b,1,0,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
937,K2-212,K2-212 b,1,0,01h13m41.62s,18.423407,+03d05m49.0s,3.096936,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
938,K2-213,K2-213 b,1,0,00h52m33.67s,13.140305,+03d30m27.7s,3.507705,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
939,K2-214,K2-214 b,1,0,00h59m30.26s,14.876077,+04d13m40.1s,4.227798,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
940,K2-215,K2-215 b,1,0,01h13m52.82s,18.470087,+06d07m26.0s,6.123902,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
941,K2-216,K2-216 b,1,0,00h45m55.26s,11.480249,+06d20m49.1s,6.346971,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
942,K2-217,K2-217 b,1,0,00h45m11.61s,11.298392,+06d28m53.6s,6.481562,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
943,K2-218,K2-218 b,1,0,00h51m14.32s,12.809659,+06d50m47.3s,6.846460,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
944,K2-219,K2-219 b,3,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
945,K2-219,K2-219 c,3,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
946,K2-219,K2-219 d,3,0,00h51m22.87s,12.845309,+08d52m03.5s,8.867640,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
947,K2-22,K2-22 b,1,0,11h17m55.88s,169.482819,+02d37m08.7s,2.619070,<a refstr=SANCHIS_OJEDA_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...812..112S target=ref>Sanchis-Ojeda et al. 2015</a>
948,K2-220,K2-220 b,1,0,00h51m04.77s,12.769862,+09d31m00.5s,9.516806,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
949,K2-221,K2-221 b,1,0,01h06m37.20s,16.654982,+10d11m22.9s,10.189687,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
950,K2-222,K2-222 b,1,0,01h05m50.95s,16.462280,+11d45m12.3s,11.753423,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
951,K2-223,K2-223 b,2,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
952,K2-223,K2-223 c,2,0,12h21m13.48s,185.306152,-10d16m55.3s,-10.282037,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
953,K2-224,K2-224 b,2,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
954,K2-224,K2-224 c,2,0,12h38m48.98s,189.704086,-10d03m38.4s,-10.060654,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
955,K2-225,K2-225 b,1,0,12h26m09.91s,186.541290,-09d37m29.3s,-9.624804,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
956,K2-226,K2-226 b,1,0,12h14m34.98s,183.645752,-09d33m45.5s,-9.562642,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
957,K2-227,K2-227 b,1,0,12h43m47.63s,190.948471,-08d28m41.7s,-8.478236,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
958,K2-228,K2-228 b,1,0,12h29m10.75s,187.294785,-06d50m03.3s,-6.834258,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
959,K2-229,K2-229 b,2,0,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
960,K2-229,K2-229 c,2,0,12h27m29.58s,186.873260,-06d43m18.7s,-6.721861,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
961,K2-230,K2-230 b,1,0,12h45m27.17s,191.363205,-06d34m34.0s,-6.576109,<a refstr=MAYO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>
962,K2-231,K2-231 b,1,0,19h16m22.04s,289.091827,-15d46m16.0s,-15.771108,<a refstr=CURTIS_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018AJ....155..173C target=ref>Curtis et al. 2018</a>
963,K2-232,K2-232 b,1,0,04h55m03.96s,73.766510,+18d39m16.3s,18.654535,<a refstr=BRAHM_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018MNRAS.tmp..775B target=ref>Brahm et al. 2018</a>
964,K2-233,K2-233 b,3,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,<a refstr=DAVID_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180305056D target=ref>David et al. 2018</a>
965,K2-233,K2-233 c,3,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,<a refstr=DAVID_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180305056D target=ref>David et al. 2018</a>
966,K2-233,K2-233 d,3,0,15h21m55.20s,230.479980,-20d13m54.1s,-20.231684,<a refstr=DAVID_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180305056D target=ref>David et al. 2018</a>
967,K2-237,K2-237 b,1,0,16h55m04.53s,253.768890,-28d42m38.0s,-28.710564,<a refstr=SOTO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180107959S target=ref>Soto et al. 2018</a>
968,K2-238,K2-238 b,1,0,23h10m49.04s,347.704346,-07d51m27.0s,-7.857499,<a refstr=SOTO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180107959S target=ref>Soto et al. 2018</a>
969,K2-239,K2-239 b,3,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,<a refstr=DIEZ_ALONSO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180601181D target=ref>Diez Alonso et al. 2018</a>
970,K2-239,K2-239 c,3,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,<a refstr=DIEZ_ALONSO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180601181D target=ref>Diez Alonso et al. 2018</a>
971,K2-239,K2-239 d,3,0,10h42m22.63s,160.594299,+04d26m28.9s,4.441349,<a refstr=DIEZ_ALONSO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180601181D target=ref>Diez Alonso et al. 2018</a>
972,K2-24,K2-24 b,2,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,<a refstr=PETIGURA_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...818...36P target=ref>Petigura et al. 2016</a>
973,K2-24,K2-24 c,2,0,16h10m17.69s,242.573715,-24d59m25.2s,-24.990332,<a refstr=PETIGURA_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...818...36P target=ref>Petigura et al. 2016</a>
974,K2-240,K2-240 b,2,0,15h11m23.91s,227.849609,-17d52m30.8s,-17.875217,<a refstr=DIEZ_ALONSO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180601181D target=ref>Diez Alonso et al. 2018</a>
975,K2-240,K2-240 c,2,0,15h11m23.91s,227.849609,-17d52m30.8s,-17.875217,<a refstr=DIEZ_ALONSO_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180601181D target=ref>Diez Alonso et al. 2018</a>
976,K2-241,K2-241 b,1,0,12h04m57.45s,181.239365,-06d48m17.7s,-6.804924,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
977,K2-242,K2-242 b,1,0,11h59m20.62s,179.835907,-06d31m04.3s,-6.517851,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
978,K2-243,K2-243 b,2,0,12h04m29.14s,181.121399,-04d53m57.1s,-4.899185,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
979,K2-243,K2-243 c,2,0,12h04m29.14s,181.121399,-04d53m57.1s,-4.899185,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
980,K2-244,K2-244 b,1,0,12h13m52.54s,183.468918,-03d49m54.7s,-3.831868,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
981,K2-245,K2-245 b,1,0,12h20m43.60s,185.181686,-01d35m27.2s,-1.590889,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
982,K2-246,K2-246 b,1,0,12h06m31.13s,181.629715,-01d09m38.0s,-1.160560,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
983,K2-247,K2-247 b,2,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
984,K2-247,K2-247 c,2,0,12h35m34.49s,188.893692,-10d04m09.2s,-10.069232,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
985,K2-248,K2-248 b,1,0,12h11m16.14s,182.817245,-09d24m50.4s,-9.414005,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
986,K2-249,K2-249 b,1,0,12h13m28.00s,183.366669,-08d59m42.4s,-8.995114,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
987,K2-25,K2-25 b,1,0,04h13m05.62s,63.273434,+15d14m51.9s,15.247763,<a refstr=MANN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...818...46M target=ref>Mann et al. 2016</a>
988,K2-250,K2-250 b,1,0,12h20m07.62s,185.031769,-08d58m32.8s,-8.975785,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
989,K2-251,K2-251 b,1,0,12h42m45.41s,190.689224,-08d32m09.3s,-8.535920,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
990,K2-252,K2-252 b,1,0,12h09m27.93s,182.366364,-08d18m34.3s,-8.309520,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
991,K2-253,K2-253 b,1,0,12h24m20.50s,186.085403,-06d22m44.0s,-6.378884,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
992,K2-254,K2-254 b,2,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
993,K2-254,K2-254 c,2,0,12h22m12.18s,185.550751,-04d43m02.0s,-4.717236,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
994,K2-255,K2-255 b,1,0,12h39m39.12s,189.912994,-03d22m14.0s,-3.370542,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
995,K2-256,K2-256 b,1,0,12h24m54.52s,186.227158,-02d03m57.4s,-2.065931,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
996,K2-257,K2-257 b,1,0,12h33m06.84s,188.278488,-01d57m11.4s,-1.953159,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
997,K2-258,K2-258 b,1,0,12h30m31.52s,187.631332,-01d09m39.3s,-1.160920,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
998,K2-259,K2-259 b,1,0,12h27m12.65s,186.802689,+01d34m00.7s,1.566849,<a refstr=LIVINGSTON_ET_AL__2018 href=http://adsabs.harvard.edu/abs/2018arXiv180611504L target=ref>Livingston et al. 2018</a>
999,K2-26,K2-26 b,1,0,06h16m49.58s,94.206581,+24d35m47.1s,24.596411,<a refstr=SCHLIEDER_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...818...87S target=ref>Schlieder et al. 2016</a>
1000,K2-260,K2-260 b,1,0,05h07m28.16s,76.867325,+16d52m03.8s,16.867718,<a refstr=JOHNSON_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180606099J target=ref>Johnson et al. 2018</a>
1001,K2-261,K2-261 b,1,0,10h52m07.78s,163.032425,+00d29m36.1s,0.493352,<a refstr=JOHNSON_ET_AL__2018 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2018arXiv180606099J target=ref>Johnson et al. 2018</a>
1002,K2-27,K2-27 b,1,0,11h26m03.64s,171.515167,+01d13m50.7s,1.230738,<a refstr=VAN_EYLEN_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...56V target=ref>Van Eylen et al. 2016</a>
1003,K2-28,K2-28 b,1,0,22h22m29.85s,335.624390,-07d57m19.3s,-7.955366,<a refstr=HIRANO_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...820...41H target=ref>Hirano et al. 2016</a>
1004,K2-29,K2-29 b,1,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,<a refstr=SANTERNE_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...824...55S target=ref>Santerne et al. 2016</a>
1005,K2-3,K2-3 b,3,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,<a refstr=CROSSFIELD_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...10C target=ref>Crossfield et al. 2015</a>
1006,K2-3,K2-3 c,3,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,<a refstr=CROSSFIELD_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...10C target=ref>Crossfield et al. 2015</a>
1007,K2-3,K2-3 d,3,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,<a refstr=CROSSFIELD_ET_AL__2015 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804...10C target=ref>Crossfield et al. 2015</a>
1008,K2-30,K2-30 b,1,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,<a refstr=JOHNSON_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016AJ....151..171J target=ref>Johnson et al. 2016</a>
1009,K2-31,K2-31 b,1,0,16h21m45.78s,245.440750,-23d32m52.3s,-23.547865,<a refstr=DAI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...823..115D target=ref>Dai et al. 2016</a>
1010,K2-32,K2-32 b,3,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,<a refstr=DAI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...823..115D target=ref>Dai et al. 2016</a>
1011,K2-32,K2-32 c,3,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,<a refstr=DAI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...823..115D target=ref>Dai et al. 2016</a>
1012,K2-32,K2-32 d,3,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,<a refstr=DAI_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...823..115D target=ref>Dai et al. 2016</a>
1013,K2-33,K2-33 b,1,0,16h10m14.74s,242.561401,-19d19m09.4s,-19.319273,<a refstr=DAVID_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016Natur.534..658D target=ref>David et al. 2016</a>
1014,K2-34,K2-34 b,1,0,08h30m18.91s,127.578773,+22d14m09.3s,22.235909,<a refstr=HIRANO_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...825...53H target=ref>Hirano et al. 2016</a>
1015,K2-35,K2-35 b,2,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,<a refstr=SINUKOFF_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
1016,K2-35,K2-35 c,2,0,11h20m24.74s,170.103088,+01d17m09.4s,1.285956,<a refstr=SINUKOFF_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
1017,K2-36,K2-36 b,2,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,<a refstr=SINUKOFF_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
1018,K2-36,K2-36 c,2,0,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,<a refstr=SINUKOFF_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
1019,K2-37,K2-37 b,3,0,16h13m48.24s,243.451004,-24d47m13.4s,-24.787062,<a refstr=SINUKOFF_ET_AL__2016 href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...827...78S target=ref>Sinukoff et al. 2016</a>
